State,County,Year,Poverty_Rate,Median_Household_Income,Total_Population,Pct_Employed_Management,Pct_Employed_Service,Pct_Employed_Sales,Pct_Employed_Construction,Pct_Employed_Production,Center_Care_Medium_Price_Infant,Family_Care_Medium_Price_Infant,Family_Care_to_Center_Care_Discount%,Center_Care_Price_Quartile,Family_Care_Price_Quartile
Kansas,Rush County,2022,12.8,53523,2939,32.1,16.3,18.7,15.1,17.8,185.6,130.4,0.2974,Q4 (High Cost),Q3
South Dakota,Jones County,2021,12.7,52321,916,49.4,16.4,11.2,10.5,12.5,116.68,97.23,0.1667,Q2,Q2
Texas,Wise County,2015,11.7,56897,61243,28.5,15.6,25.1,14.0,16.8,178.6,151.65,0.1509,Q4 (High Cost),Q4 (High Cost)
Kentucky,Campbell County,2013,13.0,54306,90606,36.3,15.3,28.3,8.5,11.6,126.43,116.33,0.0799,Q2,Q3
Tennessee,Morgan County,2020,22.6,41701,21538,28.2,23.4,18.1,15.0,15.2,129.01,94.17,0.2701,Q2,Q1 (Low Cost)
Virginia,Colonial Heights City,2019,12.1,54550,17428,35.5,16.3,26.8,7.9,13.5,271.67,146.67,0.4601,Q4 (High Cost),Q4 (High Cost)
Colorado,Lake County,2015,11.5,45367,7362,27.2,24.6,19.5,18.0,10.7,299.8,185.15,0.3824,Q4 (High Cost),Q4 (High Cost)
Minnesota,Roseau County,2016,8.4,54827,15609,28.1,12.7,16.6,8.5,34.1,190.0,110.0,0.4211,Q4 (High Cost),Q2
California,Yuba County,2019,15.5,58054,76360,27.9,20.2,22.9,14.0,15.0,253.27,178.26,0.2962,Q4 (High Cost),Q4 (High Cost)
South Carolina,Greenville County,2018,12.4,56789,498402,38.4,15.8,22.8,7.5,15.5,160.41,119.75,0.2535,Q3,Q3
New Hampshire,Grafton County,2019,9.6,63389,89777,42.3,19.8,18.7,8.5,10.7,234.39,169.02,0.2789,Q4 (High Cost),Q4 (High Cost)
Massachusetts,Bristol County,2009,10.7,55789,545210,33.3,17.9,25.6,9.9,13.3,250.0,200.0,0.2,Q4 (High Cost),Q4 (High Cost)
Oklahoma,Murray County,2018,14.9,51490,13875,29.0,21.4,18.1,14.7,16.8,161.39,119.29,0.2609,Q3,Q3
South Dakota,Turner County,2010,7.7,48068,8368,29.5,16.3,24.0,15.2,15.0,84.77,74.97,0.1156,Q1 (Low Cost),Q1 (Low Cost)
Alabama,Madison County,2015,13.7,57993,346438,44.6,15.6,23.2,6.7,9.9,122.63,111.67,0.0894,Q2,Q2
Michigan,Cass County,2019,12.1,55107,51523,29.4,13.9,19.8,11.8,25.1,149.78,122.06,0.1851,Q3,Q3
Montana,McCone County,2018,7.7,47500,1630,53.5,6.4,16.7,20.1,3.3,157.48,120.68,0.2337,Q3,Q3
Wisconsin,Dane County,2011,12.0,61913,483913,47.1,14.9,23.6,6.0,8.4,262.0,200.0,0.2366,Q4 (High Cost),Q4 (High Cost)
Alabama,St. Clair County,2014,16.1,51317,85242,29.0,15.4,27.1,12.8,15.7,130.98,104.26,0.204,Q2,Q2
Kentucky,Kenton County,2014,14.3,54817,161915,35.1,14.8,28.0,7.5,14.6,130.72,120.67,0.0769,Q2,Q3
New Hampshire,Strafford County,2017,9.5,67805,126552,38.1,17.8,23.5,7.8,12.8,212.21,159.44,0.2487,Q4 (High Cost),Q4 (High Cost)
Georgia,Baker County,2016,15.7,45903,3250,26.5,13.1,28.2,18.2,14.1,95.0,85.0,0.1053,Q1 (Low Cost),Q1 (Low Cost)
Montana,McCone County,2017,7.7,46193,1728,53.4,5.6,18.6,16.5,5.9,143.62,109.0,0.2411,Q3,Q2
Nebraska,Butler County,2016,8.7,51166,8205,28.0,17.9,18.7,15.1,20.3,137.3,110.0,0.1988,Q2,Q2
Washington,Douglas County,2020,11.0,65730,42520,29.9,17.8,19.9,19.9,12.5,204.2,187.84,0.0801,Q4 (High Cost),Q4 (High Cost)
Virginia,Bedford County,2016,9.2,56725,76933,35.6,16.1,23.4,10.6,14.4,180.0,131.67,0.2685,Q4 (High Cost),Q3
Illinois,Lawrence County,2020,13.6,53087,15830,31.7,19.4,14.1,10.8,23.9,167.65,125.0,0.2544,Q3,Q3
California,Los Angeles County,2018,16.0,64251,10098052,37.0,18.9,22.7,7.6,13.8,334.2,216.26,0.3529,Q4 (High Cost),Q4 (High Cost)
Kansas,Sedgwick County,2018,14.0,54974,512064,35.7,17.3,21.7,9.9,15.4,153.07,110.13,0.2805,Q3,Q2
Louisiana,Bossier Parish,2013,14.3,53248,119947,34.1,18.6,22.6,12.7,11.9,107.0,91.38,0.146,Q1 (Low Cost),Q1 (Low Cost)
Texas,Palo Pinto County,2020,13.8,55986,28792,28.3,17.6,22.6,14.1,17.5,187.25,163.15,0.1287,Q4 (High Cost),Q4 (High Cost)
Minnesota,Goodhue County,2015,11.2,57062,46377,34.5,17.0,20.3,10.7,17.5,190.5,150.0,0.2126,Q4 (High Cost),Q4 (High Cost)
Montana,Powder River County,2019,12.8,54427,1607,29.5,14.6,18.7,26.2,10.9,182.64,141.11,0.2274,Q4 (High Cost),Q4 (High Cost)
South Dakota,Beadle County,2018,18.1,51700,18374,27.7,12.6,21.9,13.4,24.6,104.09,88.54,0.1494,Q1 (Low Cost),Q1 (Low Cost)
California,Lassen County,2016,16.2,51457,31945,28.1,28.3,20.5,11.1,12.0,242.01,146.92,0.3929,Q4 (High Cost),Q4 (High Cost)
Louisiana,Ascension Parish,2008,10.9,60293,98799,31.6,13.5,27.8,14.0,13.2,105.0,82.5,0.2143,Q1 (Low Cost),Q1 (Low Cost)
Louisiana,St. John the Baptist Parish,2016,18.2,51406,43888,29.6,18.0,23.5,12.5,16.5,135.0,105.0,0.2222,Q2,Q2
Minnesota,Ramsey County,2015,16.5,56104,527411,43.1,17.2,23.0,5.2,11.6,328.0,175.0,0.4665,Q4 (High Cost),Q4 (High Cost)
Ohio,Auglaize County,2016,8.8,55914,45871,30.2,15.0,19.9,9.2,25.7,231.35,166.48,0.2804,Q4 (High Cost),Q4 (High Cost)
South Carolina,Kershaw County,2018,16.4,49392,64361,32.8,17.7,21.8,12.1,15.6,114.21,98.56,0.137,Q2,Q2
North Dakota,Dunn County,2015,12.6,69732,4195,31.3,18.5,16.0,18.1,16.1,162.05,116.39,0.2818,Q3,Q3
Oklahoma,Oklahoma County,2019,16.0,54520,787216,37.1,17.8,22.9,10.5,11.8,198.13,145.78,0.2642,Q4 (High Cost),Q4 (High Cost)
Iowa,Tama County,2018,12.1,55898,17136,28.3,17.3,18.8,12.8,22.9,159.4,102.49,0.357,Q3,Q2
Wyoming,Sheridan County,2016,8.2,53914,29924,38.9,17.1,21.1,11.9,11.0,150.52,128.96,0.1432,Q3,Q3
Kentucky,Bath County,2019,20.4,44898,12355,28.8,14.6,18.6,10.0,28.0,111.35,90.78,0.1847,Q1 (Low Cost),Q1 (Low Cost)
New York,Sullivan County,2018,14.7,56256,75211,32.4,23.2,19.8,11.7,12.8,226.15,164.81,0.2712,Q4 (High Cost),Q4 (High Cost)
Texas,Upshur County,2020,14.9,54330,41386,28.6,13.6,28.4,12.1,17.5,132.7,116.85,0.1194,Q2,Q3
Wyoming,Lincoln County,2019,8.2,66964,19274,30.3,13.6,19.8,24.1,12.1,156.73,135.76,0.1338,Q3,Q3
Illinois,Woodford County,2011,7.2,66198,38523,36.2,15.9,23.3,10.2,14.5,216.28,127.5,0.4105,Q4 (High Cost),Q3
Florida,Clay County,2009,8.2,60352,179850,33.5,15.2,29.8,12.4,9.1,164.36,133.56,0.1874,Q3,Q3
Texas,Wise County,2013,10.8,56005,59894,27.7,14.8,25.8,14.0,17.7,162.7,139.4,0.1432,Q3,Q3
Virginia,Caroline County,2016,13.1,57294,29640,29.3,18.3,26.5,11.6,14.3,200.0,131.67,0.3417,Q4 (High Cost),Q3
Iowa,Hancock County,2016,9.5,54813,11006,32.8,14.1,18.5,10.4,24.2,142.84,90.73,0.3648,Q3,Q1 (Low Cost)
Minnesota,Nicollet County,2018,9.6,65027,33783,37.0,18.7,21.6,8.4,14.4,175.0,130.0,0.2571,Q3,Q3
Mississippi,Franklin County,2018,16.5,40810,7757,30.6,15.4,16.9,19.9,17.2,85.62,52.71,0.3844,Q1 (Low Cost),Q1 (Low Cost)
Oklahoma,Cimarron County,2015,17.9,46680,2341,38.6,11.9,17.9,17.9,13.9,123.67,89.65,0.2751,Q2,Q1 (Low Cost)
Illinois,Cumberland County,2020,11.4,59271,10787,26.9,15.2,21.9,12.9,23.1,167.65,125.0,0.2544,Q3,Q3
Nebraska,Boone County,2020,6.2,60094,5228,30.7,17.6,18.3,16.4,17.0,145.75,142.5,0.0223,Q3,Q4 (High Cost)
Washington,Clallam County,2019,14.5,52192,75392,32.1,24.5,20.1,12.3,11.0,275.39,200.0,0.2738,Q4 (High Cost),Q4 (High Cost)
Minnesota,Isanti County,2008,7.7,58485,38667,27.3,14.4,22.9,17.6,17.8,225.0,135.0,0.4,Q4 (High Cost),Q3
Texas,Sutton County,2013,7.3,53806,4058,22.0,13.1,17.2,26.4,21.4,114.35,100.35,0.1224,Q2,Q2
Pennsylvania,Cumberland County,2012,8.2,60883,235314,38.8,14.8,27.1,6.8,12.4,204.0,150.0,0.2647,Q4 (High Cost),Q4 (High Cost)
Nebraska,York County,2019,9.8,60298,13745,37.3,14.2,23.4,12.0,13.1,125.0,160.0,-0.28,Q2,Q4 (High Cost)
Tennessee,Maury County,2018,12.4,54249,89776,32.9,16.5,23.2,10.7,16.8,185.0,135.0,0.2703,Q4 (High Cost),Q3
West Virginia,Boone County,2019,23.1,40739,22368,26.9,19.9,20.3,16.7,16.1,141.47,119.75,0.1535,Q3,Q3
West Virginia,Hampshire County,2021,17.9,50890,23214,24.9,14.5,19.7,14.6,26.4,172.22,149.1,0.1342,Q3,Q4 (High Cost)
Alabama,Jackson County,2021,17.6,43785,52548,33.6,13.5,17.5,12.1,23.4,113.0,80.0,0.292,Q1 (Low Cost),Q1 (Low Cost)
Louisiana,Jefferson Parish,2017,16.3,50868,437038,32.6,19.3,24.4,13.1,10.6,135.0,112.5,0.1667,Q2,Q2
North Dakota,Stutsman County,2015,10.9,52359,21076,31.6,22.0,20.0,11.7,14.8,145.29,104.35,0.2818,Q3,Q2
Arkansas,Randolph County,2021,19.3,42225,18442,30.2,17.1,14.8,14.6,23.3,102.5,92.5,0.0976,Q1 (Low Cost),Q1 (Low Cost)
Mississippi,Jackson County,2018,16.0,51142,142014,33.2,18.9,19.7,12.2,16.0,114.93,73.89,0.3571,Q2,Q1 (Low Cost)
Maine,Androscoggin County,2018,13.2,51412,107444,33.9,19.2,22.7,9.3,14.9,187.07,150.0,0.1982,Q4 (High Cost),Q4 (High Cost)
New York,Wayne County,2018,11.3,55765,90856,33.2,15.5,23.2,10.9,17.3,217.53,157.5,0.276,Q4 (High Cost),Q4 (High Cost)
Washington,Cowlitz County,2019,14.4,54506,106778,27.3,19.1,21.3,12.5,19.7,275.39,200.0,0.2738,Q4 (High Cost),Q4 (High Cost)
Nebraska,Banner County,2018,9.7,59625,696,61.0,5.9,10.6,16.3,6.2,129.1,135.0,-0.0457,Q2,Q3
Ohio,Ashland County,2021,12.4,58168,52658,30.5,14.8,21.7,9.6,23.5,175.41,153.04,0.1275,Q3,Q4 (High Cost)
New York,Steuben County,2019,13.7,53663,96422,35.4,18.5,18.1,11.6,16.5,205.0,150.0,0.2683,Q4 (High Cost),Q4 (High Cost)
North Dakota,McHenry County,2013,14.2,45343,5593,30.0,13.3,21.9,20.9,13.8,120.84,89.12,0.2625,Q2,Q1 (Low Cost)
Oklahoma,Canadian County,2010,7.9,60489,109814,35.7,14.4,29.2,9.9,10.8,168.4,125.17,0.2567,Q3,Q3
Louisiana,Orleans Parish,2020,23.0,43258,391249,43.7,21.5,20.3,6.0,8.5,145.0,125.0,0.1379,Q3,Q3
Nebraska,Boone County,2018,6.1,54063,5313,34.8,19.0,15.7,15.6,15.0,129.1,135.0,-0.0457,Q2,Q3
New York,Livingston County,2020,12.6,60248,63218,35.9,18.4,19.3,12.6,13.7,219.0,163.33,0.2542,Q4 (High Cost),Q4 (High Cost)
South Dakota,Day County,2021,15.2,52775,5487,38.0,14.8,19.7,14.6,12.8,116.68,97.23,0.1667,Q2,Q2
Nebraska,Hitchcock County,2022,12.4,49456,2620,40.1,16.2,18.5,9.6,15.5,187.25,107.5,0.4259,Q4 (High Cost),Q2
Texas,Donley County,2021,13.1,52888,3266,31.3,20.8,19.8,20.2,8.0,162.0,142.0,0.1235,Q3,Q4 (High Cost)
Virginia,Rappahannock County,2013,10.8,56438,7448,37.8,16.9,23.8,11.7,9.8,195.0,153.33,0.2137,Q4 (High Cost),Q4 (High Cost)
Montana,Cascade County,2020,13.5,52049,81576,35.7,19.0,23.2,11.2,10.9,196.05,156.61,0.2012,Q4 (High Cost),Q4 (High Cost)
Texas,Ellis County,2011,11.4,62639,146997,31.8,14.8,27.3,12.4,13.7,162.55,143.1,0.1197,Q3,Q4 (High Cost)
Maryland,Dorchester County,2019,15.8,52917,32138,33.3,19.2,22.0,10.2,15.3,189.25,137.42,0.2739,Q4 (High Cost),Q3
Louisiana,Bossier Parish,2016,15.5,51894,124720,36.9,18.5,22.9,11.9,9.8,121.0,101.67,0.1598,Q2,Q2
Massachusetts,Bristol County,2010,11.3,54955,546433,33.4,18.2,25.8,9.5,13.1,250.0,200.0,0.2,Q4 (High Cost),Q4 (High Cost)
Texas,Deaf Smith County,2020,13.8,49790,18617,23.7,16.5,15.7,17.1,27.1,154.8,134.9,0.1286,Q3,Q3
Wisconsin,Dane County,2012,12.3,61790,490379,47.6,15.1,23.2,5.9,8.3,276.0,209.0,0.2428,Q4 (High Cost),Q4 (High Cost)
Illinois,Brown County,2015,10.9,50739,6859,26.8,15.8,20.8,16.4,20.2,166.33,125.0,0.2485,Q3,Q3
New York,Wyoming County,2017,11.4,55459,40886,28.0,18.6,22.4,15.1,15.9,195.46,140.48,0.2813,Q4 (High Cost),Q4 (High Cost)
South Carolina,Horry County,2022,13.1,59880,356578,31.6,23.1,25.3,10.4,9.6,198.93,137.53,0.3087,Q4 (High Cost),Q3
Utah,Davis County,2013,7.9,69707,311886,40.8,13.9,26.6,8.1,10.7,148.15,114.67,0.226,Q3,Q3
Vermont,Rutland County,2019,10.1,56139,58892,34.8,19.5,22.0,11.5,12.2,262.9,173.62,0.3396,Q4 (High Cost),Q4 (High Cost)
Washington,Skamania County,2014,13.6,50986,11194,36.5,15.1,21.4,11.5,15.5,369.69,192.46,0.4794,Q4 (High Cost),Q4 (High Cost)
Iowa,Jasper County,2018,9.8,55727,36891,27.8,16.2,24.5,10.4,21.1,157.14,103.76,0.3397,Q3,Q2
California,San Luis Obispo County,2019,12.5,73518,282165,40.1,20.5,20.8,10.3,8.2,319.52,211.63,0.3377,Q4 (High Cost),Q4 (High Cost)
Oklahoma,Beaver County,2020,8.7,55083,5326,35.3,15.5,16.0,18.6,14.6,186.02,136.12,0.2683,Q4 (High Cost),Q3
New York,Delaware County,2021,15.4,52757,44644,32.4,19.6,19.4,11.6,16.9,233.0,176.67,0.2418,Q4 (High Cost),Q4 (High Cost)
Arkansas,Craighead County,2021,17.8,51788,109875,36.4,17.3,21.6,9.6,15.2,147.5,115.0,0.2203,Q3,Q3
Kentucky,Hopkins County,2018,17.9,45738,45664,28.8,18.6,18.8,13.1,20.8,112.26,95.7,0.1475,Q1 (Low Cost),Q2
North Carolina,Perquimans County,2019,15.1,47162,13430,32.0,20.2,19.9,11.3,16.6,186.84,105.63,0.4346,Q4 (High Cost),Q2
Nebraska,Garden County,2021,6.9,43478,1726,44.9,12.8,15.0,15.3,12.1,166.5,125.0,0.2492,Q3,Q3
New York,Oswego County,2020,16.8,59070,117630,31.7,18.1,22.4,11.6,16.1,219.0,163.33,0.2542,Q4 (High Cost),Q4 (High Cost)
Alabama,Lawrence County,2017,16.6,43779,33288,23.6,15.4,18.4,15.0,27.5,135.29,116.33,0.1401,Q2,Q3
Kansas,Thomas County,2019,12.0,60124,7810,30.5,21.9,24.8,11.7,11.2,104.0,94.8,0.0885,Q1 (Low Cost),Q1 (Low Cost)
Nebraska,Holt County,2019,7.8,60387,10177,39.8,15.4,19.0,12.3,13.6,125.0,160.0,-0.28,Q2,Q4 (High Cost)
Arizona,Maricopa County,2012,15.8,54385,3841819,36.2,17.9,27.6,8.9,9.4,212.5,90.0,0.5765,Q4 (High Cost),Q1 (Low Cost)
Oregon,Columbia County,2012,13.9,55358,49317,29.2,14.7,24.1,14.3,17.7,223.15,129.23,0.4209,Q4 (High Cost),Q3
Iowa,Allamakee County,2019,11.0,52216,13813,28.8,14.8,19.2,18.1,19.1,147.67,95.54,0.353,Q3,Q2
Iowa,Keokuk County,2017,11.2,48399,10223,33.4,15.9,17.1,14.7,18.9,154.27,98.62,0.3607,Q3,Q2
Texas,Coryell County,2022,10.6,63281,82927,33.7,19.1,21.4,11.5,14.3,133.0,121.0,0.0902,Q2,Q3
Virginia,Gloucester County,2012,9.1,60752,36821,32.2,17.0,24.0,13.2,13.6,150.0,120.0,0.2,Q3,Q3
Nebraska,Knox County,2021,10.2,58043,8434,33.2,18.7,18.7,15.3,14.1,166.5,125.0,0.2492,Q3,Q3
Oklahoma,Cleveland County,2018,12.5,62863,276733,40.7,16.4,23.3,9.0,10.7,200.84,148.55,0.2604,Q4 (High Cost),Q4 (High Cost)
Texas,Montague County,2018,14.2,51774,19409,24.7,14.4,22.7,18.1,20.1,126.75,110.95,0.1247,Q2,Q2
Virginia,Richmond County,2013,12.8,47083,9140,27.4,17.1,26.0,14.3,15.3,146.33,121.67,0.1685,Q3,Q3
Wisconsin,Dane County,2013,12.9,61721,496762,47.9,15.5,22.8,5.4,8.4,280.5,209.5,0.2531,Q4 (High Cost),Q4 (High Cost)
Georgia,Appling County,2022,25.3,43268,18441,27.9,15.9,17.8,16.2,22.2,108.5,103.0,0.0507,Q1 (Low Cost),Q2
Minnesota,Dodge County,2008,6.0,60621,19307,38.5,14.3,20.7,11.1,15.4,165.0,158.66,0.0384,Q3,Q4 (High Cost)
Pennsylvania,Northampton County,2011,9.1,60540,296323,34.6,16.0,25.4,8.9,15.1,176.0,150.25,0.1463,Q3,Q4 (High Cost)
Florida,Santa Rosa County,2017,11.3,62731,166778,37.7,15.9,26.0,10.9,9.4,166.67,136.67,0.18,Q3,Q3
Ohio,Henry County,2016,10.2,54941,27890,29.1,15.6,17.0,11.6,26.7,145.75,130.09,0.1074,Q3,Q3
Ohio,Muskingum County,2021,15.8,52224,86346,30.7,18.5,18.9,11.0,20.9,166.13,151.5,0.0881,Q3,Q4 (High Cost)
Texas,Hockley County,2021,15.8,49241,21670,32.9,16.5,17.2,17.4,16.0,152.0,136.0,0.1053,Q3,Q3
California,Sutter County,2020,13.1,63502,96315,29.2,18.9,21.3,15.6,15.1,286.42,200.7,0.2993,Q4 (High Cost),Q4 (High Cost)
Michigan,St. Clair County,2019,12.7,56951,159247,30.3,17.7,20.2,10.8,21.0,170.84,143.46,0.1603,Q3,Q4 (High Cost)
Iowa,Guthrie County,2017,10.1,56306,10664,33.8,15.7,22.6,14.9,13.1,154.55,98.8,0.3607,Q3,Q2
North Carolina,Gaston County,2019,14.5,52835,219271,31.4,16.7,22.0,10.4,19.5,172.39,154.14,0.1059,Q3,Q4 (High Cost)
Ohio,Fairfield County,2013,11.9,58786,147110,35.7,17.9,25.3,8.8,12.3,185.75,132.53,0.2865,Q4 (High Cost),Q3
Utah,Morgan County,2012,5.1,77159,9485,39.1,11.6,27.7,11.5,10.2,129.84,101.47,0.2185,Q2,Q2
Ohio,Putnam County,2011,6.3,59378,34546,31.1,14.0,19.9,13.6,21.5,130.16,119.09,0.085,Q2,Q3
Michigan,Genesee County,2021,16.9,54052,406400,33.3,18.9,20.5,8.1,19.2,156.15,184.16,-0.1794,Q3,Q4 (High Cost)
Minnesota,St. Louis County,2020,13.8,57480,199499,37.3,20.5,19.6,10.5,12.1,205.0,163.33,0.2033,Q4 (High Cost),Q4 (High Cost)
North Dakota,Adams County,2019,8.7,56681,2311,37.4,12.5,18.8,20.6,10.7,161.63,117.4,0.2736,Q3,Q3
Illinois,Putnam County,2014,10.5,55360,5895,27.4,15.2,24.5,12.5,20.4,165.0,125.0,0.2424,Q3,Q3
Minnesota,Kandiyohi County,2019,10.5,60294,42841,33.4,16.4,20.7,11.7,17.8,202.0,133.33,0.34,Q4 (High Cost),Q3
Oklahoma,Stephens County,2020,15.0,51156,43401,29.3,15.5,22.8,14.0,18.4,182.65,133.66,0.2682,Q4 (High Cost),Q3
Texas,Jasper County,2022,22.8,48818,33032,30.3,21.7,18.4,14.9,14.7,129.0,117.0,0.093,Q2,Q3
Texas,Medina County,2019,11.3,62599,50057,32.1,18.2,17.8,17.2,14.6,169.18,149.98,0.1135,Q3,Q4 (High Cost)
Oklahoma,Pawnee County,2018,15.4,47413,16428,27.7,16.2,19.6,13.6,22.9,159.63,117.97,0.261,Q3,Q3
South Carolina,Spartanburg County,2020,14.4,53757,313791,31.4,15.9,21.6,9.0,22.2,179.36,128.52,0.2835,Q4 (High Cost),Q3
Arizona,Maricopa County,2014,17.1,53689,3947382,36.7,18.3,27.3,8.3,9.5,220.95,100.0,0.5474,Q4 (High Cost),Q2
Nebraska,Frontier County,2020,9.4,59250,2636,42.0,11.4,17.9,18.3,10.4,145.75,142.5,0.0223,Q3,Q4 (High Cost)
Kansas,Haskell County,2020,11.3,54638,3990,31.8,13.9,13.4,22.3,18.6,101.2,96.0,0.0514,Q1 (Low Cost),Q2
North Carolina,Johnston County,2018,13.3,56842,191172,35.5,16.1,23.5,12.5,12.5,197.49,127.49,0.3544,Q4 (High Cost),Q3
Oklahoma,Beaver County,2021,7.5,60152,5100,35.0,14.1,18.3,21.9,10.7,198.7,144.81,0.2712,Q4 (High Cost),Q4 (High Cost)
Illinois,Logan County,2020,10.1,58122,28818,31.7,19.2,22.4,10.0,16.6,167.65,141.67,0.155,Q3,Q4 (High Cost)
Nebraska,Dixon County,2020,10.1,57243,5682,28.2,18.3,19.1,13.6,20.9,145.75,142.5,0.0223,Q3,Q4 (High Cost)
New York,Madison County,2017,11.1,58365,71760,36.6,18.5,22.3,10.4,12.2,225.96,163.0,0.2786,Q4 (High Cost),Q4 (High Cost)
Pennsylvania,Fayette County,2019,17.3,47364,131302,30.0,18.9,20.7,11.9,18.4,167.5,165.0,0.0149,Q3,Q4 (High Cost)
Alabama,Blount County,2016,16.5,46212,57704,29.4,12.6,23.7,14.6,19.8,154.53,106.56,0.3104,Q3,Q2
Kentucky,Trimble County,2017,15.2,50998,8697,24.7,16.7,21.6,15.8,21.2,125.0,100.0,0.2,Q2,Q2
Nebraska,Scotts Bluff County,2020,13.0,53433,35884,30.4,17.4,22.9,13.0,16.3,145.75,142.5,0.0223,Q3,Q4 (High Cost)
Pennsylvania,Blair County,2020,13.8,50856,122495,32.6,17.8,22.8,9.9,16.8,155.0,122.5,0.2097,Q3,Q3
Louisiana,Vermilion Parish,2018,17.6,50690,59867,27.5,18.0,23.8,17.1,13.6,118.33,93.41,0.2106,Q2,Q1 (Low Cost)
Arkansas,Chicot County,2021,29.6,33770,10405,32.4,15.1,18.1,13.7,20.7,102.5,92.5,0.0976,Q1 (Low Cost),Q1 (Low Cost)
Iowa,Monroe County,2016,13.2,47515,7964,30.5,21.1,18.7,12.4,17.3,141.31,92.21,0.3475,Q3,Q1 (Low Cost)
Kansas,Leavenworth County,2013,10.7,63435,77002,36.3,17.7,25.8,9.5,10.7,153.6,96.0,0.375,Q3,Q2
Oklahoma,Atoka County,2022,18.2,49181,14117,30.1,18.8,19.3,15.9,15.9,197.06,143.13,0.2737,Q4 (High Cost),Q4 (High Cost)
Pennsylvania,Cumberland County,2011,7.1,60832,233726,38.6,14.7,27.2,6.9,12.6,199.0,150.0,0.2462,Q4 (High Cost),Q4 (High Cost)
West Virginia,Pleasants County,2021,7.4,58433,7623,24.3,20.9,17.3,12.9,24.6,148.2,133.45,0.0995,Q3,Q3
Kansas,Finney County,2019,12.3,60798,36750,22.1,19.2,18.2,15.1,25.5,104.0,94.8,0.0885,Q1 (Low Cost),Q1 (Low Cost)
Virginia,Greene County,2011,7.3,58550,18291,32.0,21.6,27.1,11.5,7.9,140.0,110.0,0.2143,Q2,Q2
Washington,Island County,2014,9.8,59107,78951,35.4,19.6,22.4,12.3,10.5,369.69,192.46,0.4794,Q4 (High Cost),Q4 (High Cost)
Georgia,Baker County,2017,19.5,43867,3251,28.5,11.4,27.8,19.9,12.4,97.25,88.0,0.0951,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Anderson County,2017,12.0,51681,22017,31.8,14.7,27.6,9.4,16.6,125.0,100.0,0.2,Q2,Q2
Nevada,Douglas County,2013,10.2,60100,47035,30.7,22.5,25.9,10.2,10.7,150.0,155.0,-0.0333,Q3,Q4 (High Cost)
New York,Oneida County,2018,16.1,53844,230782,36.0,21.0,21.8,8.1,13.1,220.65,159.94,0.2751,Q4 (High Cost),Q4 (High Cost)
Oregon,Douglas County,2021,13.8,52479,110680,29.8,19.8,22.7,11.0,16.8,203.97,155.77,0.2363,Q4 (High Cost),Q4 (High Cost)
South Dakota,Meade County,2019,6.9,60578,27717,34.2,19.3,20.6,14.7,11.2,108.07,91.41,0.1542,Q1 (Low Cost),Q1 (Low Cost)
Illinois,Kankakee County,2018,14.8,57981,111061,31.4,17.3,21.1,8.9,21.3,235.0,157.85,0.3283,Q4 (High Cost),Q4 (High Cost)
Minnesota,Brown County,2018,7.8,57728,25211,30.8,16.4,21.3,11.8,19.8,175.0,130.0,0.2571,Q3,Q3
Nebraska,Nance County,2017,11.7,45428,3569,35.3,14.3,23.8,13.3,13.2,133.2,110.0,0.1742,Q2,Q2
South Carolina,Fairfield County,2021,17.8,41755,21186,29.3,18.7,22.6,9.3,20.1,116.77,125.1,-0.0713,Q2,Q3
Washington,Pend Oreille County,2017,16.6,49184,13066,33.9,18.0,17.0,17.3,13.8,229.5,181.38,0.2097,Q4 (High Cost),Q4 (High Cost)
Nevada,White Pine County,2009,13.9,46148,9060,23.4,25.6,18.7,21.3,11.0,128.05,115.72,0.0963,Q2,Q3
Texas,Archer County,2009,8.5,51792,8936,28.7,14.0,23.1,21.0,13.3,96.4,86.58,0.1019,Q1 (Low Cost),Q1 (Low Cost)
Wisconsin,Milwaukee County,2018,19.9,48742,954209,36.6,19.8,21.1,6.0,16.6,312.0,240.0,0.2308,Q4 (High Cost),Q4 (High Cost)
New York,Seneca County,2019,12.2,54545,34390,34.2,18.1,21.6,11.4,14.8,205.0,150.0,0.2683,Q4 (High Cost),Q4 (High Cost)
Texas,Childress County,2010,16.2,42004,7115,26.8,28.1,25.2,12.7,7.2,109.55,98.45,0.1013,Q1 (Low Cost),Q2
Florida,Clay County,2012,10.1,59649,190891,34.4,15.9,29.2,11.0,9.6,169.66,138.39,0.1843,Q3,Q3
Minnesota,Cook County,2019,12.6,57432,5376,36.0,22.6,21.8,11.4,8.3,211.0,190.0,0.0995,Q4 (High Cost),Q4 (High Cost)
Texas,Terrell County,2014,16.8,40781,809,18.0,24.1,27.1,19.6,11.1,121.1,105.5,0.1288,Q2,Q2
Virginia,Richmond County,2020,16.7,53298,8951,33.8,18.7,19.0,10.6,17.9,180.0,141.67,0.2129,Q4 (High Cost),Q4 (High Cost)
California,Sacramento County,2015,18.2,55987,1465832,37.7,19.4,26.0,7.9,9.0,271.06,176.03,0.3506,Q4 (High Cost),Q4 (High Cost)
Minnesota,Lac qui Parle County,2019,8.3,53071,6719,36.8,17.2,17.5,13.6,14.8,175.0,128.33,0.2667,Q3,Q3
